"Month","Hour","Day of Week","Council District (Start)","sum_trip_distance","Year (US/Central)"
"5","21","6","1","688,640","2,019"
"3","1","1","9","5,180,278","2,019"
"5","2","0","9","6,237,169","2,019"
"2","0","5","5","408,342","2,019"
"8","10","0","0","1,711","2,018"
"10","22","4","7","102,694","2,018"
"6","20","3","7","26,338","2,019"
"1","3","5","3","270,842","2,020"
"2","8","6","7","23","2,019"
"8","11","1","10","1,339","2,020"
"2","7","5","6","1,666","2,021"
"8","12","4","8","5,486","2,018"
"9","9","3","4","0","2,021"
"8","1","1","7","10,736","2,021"
"2","5","0","3","22,913,264","2,020"
"10","13","4","9","395,026.10115703231","2,020"
"1","17","6","9","1,752,320.03863710026","2,022"
"3","20","1","7","15,026","2,020"
"2","21","1","1","219,710.41809782731","2,020"
"10","22","1","1","85,055.48391794376","2,020"
"2","11","0","8","0","2,019"
"12","19","4","4","43,501","2,018"
"10","2","5","7","49,639","2,018"
"6","22","0","3","719,133","2,019"
"11","7","5","1","31,365","2,018"
"2","19","3","9","445,525.50514979662","2,021"
"10","17","3","5","107,789.18444859392","2,020"
"8","23","2","5","304,969","2,019"
"1","5","0","5","37,292.40423470027","2,021"
"8","1","1","5","262,514","2,018"
"4","0","2","3","23,041,830","2,020"
"4","15","0","9","3,880,107","2,019"
"2","14","3","7","8,602","2,019"
"3","10","3","5","877","2,020"
"3","4","1","5","56,252.7299267423","2,021"
"9","16","4","3","346,276","2,018"
"3","19","6","7","13,217","2,020"
"2","10","0","3","20,418","2,019"
"4","21","5","1","126,616","2,020"
"4","12","0","5","7,805","2,022"
"7","20","4","9","2,208,641","2,018"
"8","11","4","4","7,149","2,019"
"5","12","2","10","11,022","2,019"
"8","23","4","3","829,455","2,018"
"5","1","1","4","1,643","2,021"
"3","0","4","8","37,147","2,021"
"10","15","6","4","908","2,020"
"4","20","2","3","128,582","2,020"
"12","22","2","9","2,173,807","2,018"
"6","1","6","8","85,545.29992124127","2,020"
"7","22","3","10","39,174","2,019"
"1","20","1","3","158,777","2,021"
"2","12","0","None","175,600","2,022"
"5","16","4","3","161,555","2,020"
"9","0","2","1","411,229","2,018"
"1","7","3","10","4,859","2,019"
"1","16","3","4","1,423","2,022"
"7","23","2","0","6,048","2,019"
"11","21","2","10","15,180","2,020"
"12","5","6","1","176,234.48647209648","2,020"
"6","16","5","0","26,345","2,018"
"5","23","4","1","559,583.78414806317","2,021"
"10","21","2","8","43,724","2,018"
"10","6","1","4","13,895","2,019"
"5","5","4","5","144,973.08479464707","2,021"
"1","13","3","1","72,924","2,020"
"4","19","2","8","47,124.89633335944","2,021"
"2","14","1","9","422,362.0052164406","2,022"
"4","16","3","3","461,403.55248568919","2,021"
"10","5","2","1","56,353","2,019"
"7","5","2","1","144,690","2,019"
"7","6","5","9","9,775,753.11473916734","2,021"
"3","19","4","3","2,061,565","2,019"
"1","4","1","7","13,476","2,020"
"2","4","5","10","2,490","2,022"
"9","16","0","4","13,589","2,019"
"2","0","5","4","56,980","2,019"
"2","10","6","9","310,628","2,019"
"5","5","2","4","9,740","2,021"
"2","20","6","2","0","2,020"
"2","23","4","10","71,966","2,020"
"8","20","0","3","321,774","2,019"
"2","7","4","2","582","2,020"
"12","3","5","9","1,723,362","2,019"
"6","14","1","2","3,294","2,021"
"11","15","5","9","898,051.49715446194","2,021"
"4","21","0","3","207,664","2,020"
"9","7","2","1","42,405","2,021"
"1","1","3","5","68,833.94547711424","2,021"
"9","1","6","1","577,799.77664685129","2,020"
"4","19","5","8","110,038","2,022"
"12","2","0","1","173,094","2,019"
"9","19","2","8","2,332","2,020"
"1","12","3","1","40,671","2,019"
"7","12","2","9","1,419,457","2,019"
"11","21","1","7","6,398","2,021"
"4","22","5","5","341,883.10800848329","2,022"
"9","18","4","10","46,708","2,018"
"12","21","3","10","16,602","2,020"
"2","2","3","3","111,147.61690521736","2,021"
"11","22","5","3","528,937.53487088168","2,020"
"7","3","3","5","1,455,711","2,019"
"11","16","2","8","4,185","2,018"
"11","17","1","0","59,602","2,018"
"5","3","4","9","4,409,104.40652936858","2,021"
"1","2","1","5","61,515.14747479799","2,021"
"7","4","2","4","3,095","2,021"
"12","14","1","7","1,361","2,021"
"12","3","0","10","0","2,020"
"4","22","2","7","19,027","2,019"
"11","4","1","9","1,008,315.08257777619","2,020"
"3","0","2","1","701,335","2,019"
"2","5","0","4","853","2,021"
"9","6","6","9","40,821,122.95468026261","2,020"
"4","9","4","2","675","2,020"
"4","13","5","1","29,621.29769106673","2,021"
"9","21","5","5","587,112.05104642539","2,020"
"11","20","0","3","392,518.15152207643","2,021"
"12","3","5","None","0","2,021"
"6","17","2","2","1,877","2,021"
"7","19","6","10","33,089","2,018"
"12","4","1","5","91,303","2,018"
"4","22","4","7","5,098","2,022"
"1","11","3","None","111,200","2,022"
"6","18","4","7","20,427","2,019"
"5","2","3","7","12,586","2,021"
"12","21","3","6","742","2,018"
"12","12","1","9","130,069","2,018"
"1","21","4","5","216,223","2,020"
"12","13","2","3","144,171.05925506366","2,021"
"9","15","3","4","7,448","2,018"
"2","17","3","10","13,938","2,019"
"12","0","3","9","2,995,605.78737070437","2,021"
"5","1","2","7","6,116","2,020"
"3","8","5","5","189,939","2,019"
"10","17","0","8","16,936","2,018"
"8","13","6","2","485","2,021"
"1","12","1","9","68,907.59710767204","2,021"
"5","6","4","2","8,333","2,021"
"1","14","1","1","36,787","2,022"
"9","9","6","3","170,645.2229434061","2,021"
"8","23","3","2","3,474","2,019"
"1","21","1","10","23,212","2,020"
"10","0","3","4","7,918","2,021"
"2","4","0","1","95,358.61105484265","2,022"
"4","18","1","8","7,354","2,020"
"11","1","5","1","450,756","2,018"
"5","3","2","5","66,778","2,020"
"2","1","1","3","265,811.79105585544","2,022"
"8","14","4","9","3,088,588","2,019"
"5","1","0","8","6,928","2,020"
"12","19","4","8","4,079.78784708296","2,020"
"2","5","3","8","2,060","2,021"
"3","14","3","None","69","2,020"
"9","15","6","5","156,103","2,018"
"2","0","4","None","2,145,535","2,020"
"4","15","0","2","5,970","2,021"
"10","0","0","8","72,125.64655774461","2,020"
"12","9","3","9","61,497.80126865941","2,020"
"6","20","6","5","212,828","2,018"
"10","20","5","4","22,904","2,018"
"12","23","2","None","4,684","2,020"
"4","22","0","1","11,062","2,020"
"7","1","2","8","78,749.05235339001","2,021"
"3","17","4","2","2,133","2,019"
"6","6","0","9","2,374,848.34030262651","2,021"
"4","0","3","9","4,144,420.03664032319","2,021"
"3","17","0","5","97,094.82971119812","2,021"
"2","17","6","1","116,560.55065025651","2,021"
"3","15","3","5","240,691","2,019"
"5","4","2","5","207,210.42799869712","2,021"
"1","7","2","2","18,586","2,020"
"9","8","1","3","29,628.55737718815","2,020"
"1","23","5","7","220,962","2,019"
"7","11","4","4","769","2,019"
"4","20","5","4","3,048","2,022"
"4","18","4","7","3,671","2,018"
"11","19","6","7","193,652","2,018"
"2","5","0","9","115,204,268.84090533549","2,020"
"6","21","6","7","22,933","2,021"
"1","8","5","None","767,156","2,022"
"10","0","0","5","57,633,752","2,019"
"10","19","5","7","16,423","2,021"
"3","0","3","10","27,390","2,022"
"9","7","0","5","33,244","2,019"
"7","20","5","1","186,074.50635517535","2,020"
"9","20","4","1","580,754","2,019"
"4","5","0","3","30,641","2,022"
"9","9","2","1","720","2,018"
"7","15","0","1","53,494.09044175347","2,020"
"7","5","0","2","71","2,021"
"11","23","5","7","15,587","2,019"
"3","22","4","10","20,923","2,021"
"7","21","5","2","10,471","2,021"
"8","16","0","2","3,418","2,021"
"9","1","1","10","28,926","2,019"
"4","2","1","None","11,264","2,021"
"6","1","0","3","752,903","2,019"
"8","15","1","8","3,784","2,020"
"1","22","0","5","128,611","2,021"
"9","7","6","1","195,110.7697552997","2,020"
"8","9","5","9","110,470","2,018"
"4","15","4","1","54,415.13241076688","2,022"
"1","8","2","5","0","2,021"
"5","23","4","1","41,264","2,018"
"3","5","4","0","6,810","2,019"
"9","5","4","9","294,876","2,018"
"2","4","4","5","38,395","2,020"
"9","20","6","2","7,141","2,020"
"4","23","6","5","337,183.58416927776","2,022"
"10","19","6","2","9,717","2,019"
"4","18","6","3","1,297,697","2,019"
"3","0","6","1","1,024,032.25705132892","2,022"
"8","3","1","8","16,634","2,018"
"1","2","1","2","49,700","2,019"
"12","20","3","6","1,903","2,018"
"7","15","3","3","441,924","2,019"
"2","17","1","5","29,873","2,021"
"9","7","2","5","23,543","2,019"
"10","5","5","0","323","2,019"
"11","19","5","8","62,170","2,019"
"5","3","6","None","1,579,775","2,021"
"8","2","4","2","6,035","2,019"
"12","18","3","7","90,499","2,018"
"1","1","5","8","6,699","2,019"
"9","18","0","5","109,945.81374057689","2,020"
"12","7","4","3","66,604","2,020"
"12","10","4","3","44,266","2,021"
"1","3","2","5","153,075","2,019"
"11","8","6","5","53,787","2,021"
"8","20","5","3","872,437","2,018"
"7","11","0","3","121,889","2,019"
"5","0","6","9","11,134,183.04395867714","2,021"
"4","0","1","10","65,760","2,019"
"4","0","6","3","1,496,399","2,019"
"1","19","4","6","1,758","2,020"
"12","11","6","5","3,724","2,018"
"7","14","1","8","6,738","2,018"
"10","0","5","9","630,569,837","2,019"
"6","11","2","4","175","2,020"
"12","9","2","9","230,935.73843922705","2,021"
"3","14","1","3","311,565.97932072016","2,020"
"6","21","1","1","116,188.42443259067","2,020"
"4","22","2","8","2,927","2,020"
"4","1","6","5","1,886","2,018"
"7","18","6","8","126,504","2,019"
"7","2","1","3","247,603.77999693787","2,020"
"9","18","1","8","36,642","2,021"
"8","4","4","3","222,246.33659611046","2,020"
"9","22","4","2","5,707","2,019"
"9","23","5","10","30,843","2,019"
"8","2","4","10","18,505","2,021"
"5","6","6","1","175,334","2,019"
"7","22","1","8","75","2,020"
"11","15","2","3","94,148.33220754417","2,020"
"7","7","0","9","114,941","2,018"
"1","21","4","9","152,407,466","2,020"
"3","15","3","2","16,422","2,019"
"11","18","5","1","961,217","2,018"
"12","2","2","9","2,149,359,338","2,018"
"3","0","6","9","14,373,242.49755659346","2,021"
"7","1","5","2","7,962","2,018"
"7","7","3","3","186,495.30493524761","2,021"
"1","22","5","1","1,098,508","2,019"
"9","7","6","8","3,147","2,018"
"11","0","0","2","23,476","2,018"
"2","14","4","None","410,200","2,022"
"12","18","3","1","350,360","2,018"
"3","1","2","None","41,129","2,021"
"4","23","2","5","85,397","2,020"
"3","8","1","9","374,726","2,019"
"7","6","5","0","5,724","2,019"
"8","23","4","8","20,150","2,021"
"10","4","6","7","7,881","2,021"
"8","0","1","3","416,485","2,018"
"12","5","0","1","97,798.64464424361","2,021"
"5","12","1","2","105","2,021"
"2","3","3","4","28,274","2,019"
"2","5","3","2","2,610","2,019"
"11","11","2","1","2,585","2,020"
"1","3","6","5","147,592","2,019"
"8","19","4","7","11,132","2,021"
"5","18","6","1","892,311","2,019"
"11","2","5","8","18,363.53623759869","2,020"
"4","11","4","5","6,454","2,021"
"6","22","2","8","64,502","2,019"
"4","16","5","8","87,606","2,021"
"11","2","3","3","407,505","2,018"
"8","0","0","4","9,858","2,018"
"3","6","4","1","129,514","2,019"
"6","15","1","10","15,306","2,019"
"4","11","2","5","3,090","2,021"
"10","8","1","3","17,385.99539251413","2,020"
"6","20","5","10","12,131","2,020"
"3","9","1","8","1,315","2,019"
"1","22","1","2","24,889","2,019"
"3","17","4","1","474,034.06349205734","2,022"
"3","23","5","5","632,903.55867483493","2,021"
"10","20","5","2","1,469","2,021"
"1","11","4","5","5,516","2,019"
"1","1","0","5","56,089.97134183599","2,021"
"4","9","3","5","12,262","2,019"
"2","1","1","10","35,753","2,019"
"12","23","0","5","22,923,666","2,019"
"12","5","1","2","10,762","2,018"
"8","13","4","10","19,519","2,019"
"7","22","4","5","591,549","2,019"
"9","14","0","5","11,037","2,020"
"6","4","1","1","1,331","2,018"
"9","19","6","7","82,960","2,018"
"6","20","5","10","35,064","2,021"
"9","3","1","None","12,823,663","2,020"
"7","23","6","4","701","2,020"
"3","17","6","5","194,648.45287849772","2,021"
"10","6","6","4","14,088","2,020"
"9","14","3","3","229,199","2,018"
"8","17","1","9","703,010.1692447199","2,020"
"4","4","6","2","1,510","2,022"
"9","4","6","9","68,400,737.97457917442","2,020"
"9","22","6","7","71,243","2,019"
"12","6","3","3","28,633","2,020"
"4","20","4","8","131,560.12375223086","2,021"
"7","18","1","4","9,702","2,019"
"7","16","4","3","884,370","2,019"
"10","15","3","5","131,908","2,018"
"12","8","1","10","287","2,021"
"6","22","6","7","33,892","2,021"
"4","19","0","9","7,197,694","2,019"
"7","17","4","9","3,513,885.02018813423","2,021"
"11","7","2","0","25,234","2,018"
"2","3","4","7","2,122","2,022"
"1","23","5","10","22,394","2,022"
"9","5","6","3","134,369","2,018"
"12","18","2","7","25","2,019"
"10","23","2","10","21,860","2,021"
"11","0","3","4","61,676","2,018"
"4","21","0","10","1,619","2,018"
"9","6","4","5","60,548.85867322096","2,021"
"5","21","2","9","2,341,107.01512952786","2,021"
"7","2","0","2","724","2,019"
"12","6","5","10","13,564","2,020"
"5","12","4","2","3,302","2,019"
"6","21","0","9","47,042,700.66402484381","2,020"
"7","4","1","5","25,377","2,018"
"7","21","0","5","82,767","2,020"
"4","15","0","8","8,362","2,021"
"4","16","6","3","193,594.54490151674","2,022"
"3","5","2","10","10,199","2,021"
"2","20","3","4","1,985","2,022"
"9","22","5","5","352,533","2,018"
"3","14","5","5","45,137","2,022"
"12","6","3","4","5,438","2,018"
"7","19","0","1","265,565.84143157965","2,021"
"10","10","1","9","223,079","2,019"
"12","17","0","7","6,059","2,020"
"3","8","1","5","4,288","2,021"
"4","20","1","5","33,644","2,018"
"4","21","4","1","44,564","2,020"
"12","16","4","8","9,683","2,021"
"12","23","4","7","166,503","2,018"
"4","1","1","3","228,738","2,020"
"2","2","6","7","10,989","2,022"
"10","1","3","8","6,032","2,019"
"1","22","0","4","14,926","2,022"
"9","18","3","7","21,264","2,018"
"11","22","1","9","1,518,128,127","2,018"
"10","8","3","2","1,193","2,021"
"6","12","0","3","9,331","2,018"
"12","6","6","3","56,261.82274013325","2,020"
"9","19","1","1","102,672.42236838003","2,020"
"11","1","3","5","97,957","2,021"
"9","9","4","3","87,131.08837962773","2,020"
"10","11","2","5","11,290","2,021"
"8","14","1","10","4,129","2,018"
"11","16","1","None","4","2,018"
"7","15","6","1","346,747","2,019"
"2","16","2","7","21,483.11670767248","2,022"
"10","13","5","8","8,102","2,018"
"3","5","6","10","34,983","2,022"
"2","14","0","1","127,851","2,019"
"8","16","3","7","2,557","2,021"
"9","12","4","3","208,165.22892995978","2,021"
"10","16","4","3","242,830","2,020"
"10","15","0","5","63,132","2,019"
"10","18","1","3","460,084","2,019"
"2","6","4","9","159,698,778","2,020"
"3","22","0","7","73,807","2,019"
"4","7","5","3","420,582.41611398829","2,021"
"3","12","6","7","7,655","2,021"
"4","19","1","1","23,114","2,020"
"1","1","0","9","1,906,527.99281145617","2,021"
"10","18","4","9","127,460,725.57113186685","2,020"
"7","7","1","4","7,219","2,019"
"3","17","1","1","352,418.61516784389","2,022"
"9","20","1","5","147,658","2,019"
"8","16","2","3","458,894","2,019"
"4","19","5","5","37,693","2,018"
"7","7","6","5","48,012","2,018"
"2","0","5","1","469,330","2,019"
"12","7","3","3","62,365","2,018"
"10","2","6","5","331,862.72870672747","2,020"
"10","3","0","8","25,130","2,019"
"9","23","2","9","2,970,961,372","2,019"
"11","20","5","5","383,090.5487543624","2,021"
"10","9","6","5","44,074","2,019"
"5","22","1","None","2,600.01538087048","2,021"
"8","17","1","10","9,163","2,021"
"11","9","1","9","53,261.85518867522","2,020"
"11","16","2","6","2,701","2,018"
"8","5","5","9","878,037","2,018"
"8","19","3","9","4,240,866","2,018"
"4","17","2","8","13,275","2,019"
"10","21","5","9","13,819,220.72825034573","2,021"
"6","16","0","2","36","2,021"
"1","5","1","9","1,418,336","2,019"
"11","6","2","9","570,149.96135171631","2,020"
"9","23","6","5","23,114,374.40873982829","2,020"
"3","15","2","9","23,426,771.85239336851","2,021"
"12","8","6","3","196,528","2,019"
"9","15","6","3","776,532","2,019"
"3","7","6","4","2,132","2,022"
"12","18","2","8","22,837.5430796069","2,021"
"5","14","5","4","8,436","2,019"
"5","2","6","7","13,211","2,021"
"9","6","5","None","10","2,020"
"3","22","4","4","21,299","2,022"
"7","14","0","4","3,523","2,020"
"12","16","0","1","47,905.13462096277","2,020"
"11","3","1","9","1,183,348","2,018"
"6","23","4","3","1,112,413.73209992757","2,021"
"9","23","1","10","34,959","2,019"
"4","1","5","0","38,921","2,018"
"8","21","1","2","467","2,018"
"5","23","5","1","183,351","2,020"
"1","1","2","8","4,582","2,020"
"1","1","1","5","263,330","2,019"
"3","8","3","9","714,716.39339852795","2,022"
"12","20","5","5","218,994.03287623867","2,021"
"6","1","5","10","2,068","2,018"
"3","2","6","8","19,235","2,020"
"1","2","1","2","4,152","2,022"
"1","6","1","None","31,000","2,022"
"2","22","1","7","5,555","2,020"
"1","12","0","9","272,752","2,019"
"9","9","2","9","260,023.3177041425","2,021"
"12","13","0","1","62,513","2,019"
"11","15","3","8","5,098","2,021"
"7","18","0","1","69,794.09103470731","2,020"
"7","10","4","9","70,545.23688134037","2,020"
"7","1","0","4","8,562","2,019"
"3","8","4","9","1,763,322.78434967994","2,022"
"1","9","6","5","20,186","2,022"
"5","16","0","3","517,686.93714349748","2,021"
"11","4","5","3","230,194","2,018"
"2","4","5","1","102,432.57344267858","2,022"
"9","17","5","7","17,717","2,021"
"3","19","4","10","6,517","2,021"
"7","3","3","1","203,568.77998074366","2,021"
"3","21","0","7","3,347","2,021"
"10","15","5","9","5,457,189.2100858927","2,021"
"8","21","6","7","4,201","2,018"
"12","19","5","8","41,877","2,019"
"2","15","2","7","523","2,022"
"1","6","5","4","422","2,021"
"1","20","4","7","3,510","2,022"
"9","12","1","3","405,139","2,019"
"9","19","5","10","15,820","2,020"
"8","8","3","9","460,800","2,019"
"7","17","6","5","855,695.11879669399","2,021"
"2","6","5","3","123,347.52285846334","2,021"
"8","21","4","8","106,527","2,021"
"5","1","5","4","1,827","2,019"
"12","17","0","8","18,475","2,018"
"7","6","0","3","364,520.41914524568","2,021"
"10","13","1","3","62,451.50869799796","2,020"
"5","6","5","10","28,014","2,021"
"5","8","2","5","6,926","2,020"
"8","21","1","5","152,909.37434303407","2,020"
"5","21","4","4","3,664","2,019"
"11","18","3","2","433","2,021"
"2","9","2","10","19","2,019"
"8","12","3","9","385,185.82760638196","2,021"
"7","23","1","3","326,499.5757631946","2,020"
"11","17","4","3","610,396.29674027482","2,021"
"7","19","3","2","5,127","2,020"
"5","5","6","3","1,077,474.41215279075","2,021"
"7","19","2","8","86,622","2,018"
"6","1","3","10","47,517","2,019"
"2","23","3","None","6,723","2,020"
"11","9","6","1","17,016","2,018"
"8","22","2","4","27,822","2,019"
"12","0","1","5","102,373.02068252306","2,020"
"4","22","3","9","1,208,863","2,018"
"3","22","0","5","133,345.36111463948","2,020"
